,Município,AVG_IDADE,ID
1838,290110 AMELIA RODRIGUES,34.1,290110
1839,290115 AMERICA DOURADA,32.6,290115
1840,290120 ANAGE,38.7,290120
1841,290130 ANDARAI,32.4,290130
1842,290135 ANDORINHA,34.3,290135
1843,290140 ANGICAL,35.2,290140
1844,290150 ANGUERA,36.7,290150
1845,290160 ANTAS,36.9,290160
1846,290170 ANTONIO CARDOSO,33.8,290170
1847,290180 ANTONIO GONCALVES,34.6,290180
1848,290190 APORA,34.3,290190
1849,290195 APUAREMA,34.5,290195
1850,290200 ARACATU,37.5,290200
1851,290205 ARACAS,30.9,290205
1852,290210 ARACI,32.5,290210
1853,290220 ARAMARI,34.5,290220
1854,290225 ARATACA,30.8,290225
1855,290230 ARATUIPE,33.1,290230
1856,290240 AURELINO LEAL,33.4,290240
1857,290250 BAIANOPOLIS,33.5,290250
1858,290260 BAIXA GRANDE,34.7,290260
1859,290265 BANZAE,33.5,290265
1860,290270 BARRA,30.3,290270
1861,290280 BARRA DA ESTIVA,32.2,290280
1862,290290 BARRA DO CHOCA,33.3,290290
1863,290300 BARRA DO MENDES,37.2,290300
1864,290310 BARRA DO ROCHA,33.7,290310
1865,290320 BARREIRAS,31.2,290320
1866,290323 BARRO ALTO,33.8,290323
1867,290327 BARROCAS,32.3,290327
1868,290330 BARRO PRETO,35.9,290330
1869,290340 BELMONTE,32.5,290340
1870,290350 BELO CAMPO,36.6,290350
1871,290360 BIRITINGA,34.1,290360
1872,290370 BOA NOVA,37.5,290370
1873,290380 BOA VISTA DO TUPIM,34.3,290380
1874,290390 BOM JESUS DA LAPA,31.9,290390
1875,290395 BOM JESUS DA SERRA,35.6,290395
1876,290400 BONINAL,35.5,290400
1877,290405 BONITO,30.3,290405
1878,290410 BOQUIRA,36.0,290410
1879,290420 BOTUPORA,36.7,290420
1880,290430 BREJOES,35.1,290430
1881,290440 BREJOLANDIA,36.9,290440
1882,290450 BROTAS DE MACAUBAS,37.6,290450
1883,290460 BRUMADO,36.3,290460
1884,290470 BUERAREMA,37.2,290470
1885,290475 BURITIRAMA,31.7,290475
1886,290480 CAATIBA,34.6,290480
1887,290485 CABACEIRAS DO PARAGUACU,31.7,290485
1888,290490 CACHOEIRA,34.0,290490
1889,290500 CACULE,37.1,290500
1890,290510 CAEM,33.6,290510
1891,290515 CAETANOS,35.6,290515
1892,290520 CAETITE,35.3,290520
1893,290530 CAFARNAUM,32.1,290530
1894,290540 CAIRU,29.4,290540
1895,290550 CALDEIRAO GRANDE,33.4,290550
1896,290560 CAMACAN,33.1,290560
1897,290570 CAMACARI,31.8,290570
1898,290580 CAMAMU,29.9,290580
1899,290590 CAMPO ALEGRE DE LOURDES,33.9,290590
1900,290600 CAMPO FORMOSO,33.1,290600
1901,290610 CANAPOLIS,34.4,290610
1902,290620 CANARANA,33.4,290620
1903,290630 CANAVIEIRAS,35.0,290630
1904,290640 CANDEAL,36.9,290640
1905,290650 CANDEIAS,33.4,290650
1906,290660 CANDIBA,37.3,290660
1907,290670 CANDIDO SALES,35.1,290670
1908,290680 CANSANCAO,33.5,290680
1909,290682 CANUDOS,32.9,290682
1910,290685 CAPELA DO ALTO ALEGRE,38.9,290685
1911,290687 CAPIM GROSSO,33.7,290687
1912,290689 CARAIBAS,39.5,290689
1913,290690 CARAVELAS,32.9,290690
1914,290700 CARDEAL DA SILVA,30.8,290700
1915,290710 CARINHANHA,31.9,290710
1916,290720 CASA NOVA,31.9,290720
1917,290730 CASTRO ALVES,34.8,290730
1918,290740 CATOLANDIA,36.6,290740
1919,290750 CATU,34.8,290750
1920,290755 CATURAMA,37.3,290755
1921,290760 CENTRAL,35.0,290760
1922,290770 CHORROCHO,33.2,290770
1923,290780 CICERO DANTAS,37.4,290780
1924,290790 CIPO,32.9,290790
1925,290800 COARACI,38.7,290800
1926,290810 COCOS,34.7,290810
1927,290820 CONCEICAO DA FEIRA,33.3,290820
1928,290830 CONCEICAO DO ALMEIDA,36.8,290830
1929,290840 CONCEICAO DO COITE,34.0,290840
1930,290850 CONCEICAO DO JACUIPE,34.2,290850
1931,290860 CONDE,30.9,290860
1932,290870 CONDEUBA,37.3,290870
1933,290880 CONTENDAS DO SINCORA,37.1,290880
1934,290890 CORACAO DE MARIA,35.1,290890
1935,290900 CORDEIROS,38.6,290900
1936,290910 CORIBE,36.8,290910
1937,290920 CORONEL JOAO SA,33.8,290920
1938,290930 CORRENTINA,34.3,290930
1939,290940 COTEGIPE,34.3,290940
1940,290950 CRAVOLANDIA,35.5,290950
1941,290960 CRISOPOLIS,34.5,290960
1942,290970 CRISTOPOLIS,35.2,290970
1943,290980 CRUZ DAS ALMAS,35.3,290980
1944,290990 CURACA,32.1,290990
1945,291000 DARIO MEIRA,34.3,291000
1946,291005 DIAS D'AVILA,31.2,291005
1947,291010 DOM BASILIO,35.6,291010
1948,291020 DOM MACEDO COSTA,36.5,291020
1949,291030 ELISIO MEDRADO,38.1,291030
1950,291040 ENCRUZILHADA,32.9,291040
1951,291050 ENTRE RIOS,31.8,291050
1952,291060 ESPLANADA,30.8,291060
1953,291070 EUCLIDES DA CUNHA,34.8,291070
1954,291072 EUNAPOLIS,32.6,291072
1955,291075 FATIMA,35.9,291075
1956,291077 FEIRA DA MATA,36.7,291077
1957,291080 FEIRA DE SANTANA,33.8,291080
1958,291085 FILADELFIA,35.0,291085
1959,291090 FIRMINO ALVES,34.2,291090
1960,291100 FLORESTA AZUL,36.4,291100
1961,291110 FORMOSA DO RIO PRETO,30.1,291110
1962,291120 GANDU,32.9,291120
1963,291125 GAVIAO,39.3,291125
1964,291130 GENTIO DO OURO,35.8,291130
1965,291140 GLORIA,34.1,291140
1966,291150 GONGOGI,34.4,291150
1967,291160 GOVERNADOR MANGABEIRA,34.2,291160
1968,291165 GUAJERU,38.8,291165
1969,291170 GUANAMBI,35.9,291170
1970,291180 GUARATINGA,35.2,291180
1971,291185 HELIOPOLIS,36.0,291185
1972,291190 IACU,34.6,291190
1973,291200 IBIASSUCE,38.2,291200
1974,291210 IBICARAI,37.5,291210
1975,291220 IBICOARA,27.2,291220
1976,291230 IBICUI,35.7,291230
1977,291240 IBIPEBA,35.1,291240
1978,291250 IBIPITANGA,36.1,291250
1979,291260 IBIQUERA,35.5,291260
1980,291270 IBIRAPITANGA,31.5,291270
1981,291280 IBIRAPUA,34.3,291280
1982,291290 IBIRATAIA,36.6,291290
1983,291300 IBITIARA,36.9,291300
1984,291310 IBITITA,36.0,291310
1985,291320 IBOTIRAMA,32.9,291320
1986,291330 ICHU,36.9,291330
1987,291340 IGAPORA,36.0,291340
1988,291345 IGRAPIUNA,30.7,291345
1989,291350 IGUAI,35.3,291350
1990,291360 ILHEUS,35.7,291360
1991,291370 INHAMBUPE,31.9,291370
1992,291380 IPECAETA,36.4,291380
1993,291390 IPIAU,34.9,291390
1994,291400 IPIRA,35.6,291400
1995,291410 IPUPIARA,37.1,291410
1996,291420 IRAJUBA,33.8,291420
1997,291430 IRAMAIA,34.2,291430
1998,291440 IRAQUARA,32.6,291440
1999,291450 IRARA,34.6,291450
2000,291460 IRECE,33.1,291460
2001,291465 ITABELA,30.9,291465
2002,291470 ITABERABA,34.0,291470
2003,291480 ITABUNA,36.0,291480
2004,291490 ITACARE,29.1,291490
2005,291500 ITAETE,33.1,291500
2006,291510 ITAGI,36.7,291510
2007,291520 ITAGIBA,35.8,291520
2008,291530 ITAGIMIRIM,35.4,291530
2009,291535 ITAGUACU DA BAHIA,32.2,291535
2010,291540 ITAJU DO COLONIA,33.7,291540
2011,291550 ITAJUIPE,36.0,291550
2012,291560 ITAMARAJU,34.1,291560
2013,291570 ITAMARI,34.8,291570
2014,291580 ITAMBE,35.1,291580
2015,291590 ITANAGRA,31.3,291590
2016,291600 ITANHEM,37.8,291600
2017,291610 ITAPARICA,35.0,291610
2018,291620 ITAPE,35.8,291620
2019,291630 ITAPEBI,33.6,291630
2020,291640 ITAPETINGA,32.9,291640
2021,291650 ITAPICURU,31.6,291650
2022,291660 ITAPITANGA,34.8,291660
2023,291670 ITAQUARA,36.2,291670
2024,291680 ITARANTIM,35.0,291680
2025,291685 ITATIM,32.9,291685
2026,291690 ITIRUCU,36.6,291690
2027,291700 ITIUBA,33.5,291700
2028,291710 ITORORO,35.3,291710
2029,291720 ITUACU,35.5,291720
2030,291730 ITUBERA,32.1,291730
2031,291733 IUIU,32.6,291733
2032,291735 JABORANDI,37.1,291735
2033,291740 JACARACI,39.3,291740
2034,291750 JACOBINA,34.6,291750
2035,291760 JAGUAQUARA,33.7,291760
2036,291770 JAGUARARI,35.2,291770
2037,291780 JAGUARIPE,32.6,291780
2038,291790 JANDAIRA,31.1,291790
2039,291800 JEQUIE,35.2,291800
2040,291810 JEREMOABO,34.0,291810
2041,291820 JIQUIRICA,33.9,291820
2042,291830 JITAUNA,36.5,291830
2043,291835 JOAO DOURADO,31.9,291835
2044,291840 JUAZEIRO,31.6,291840
2045,291845 JUCURUCU,35.2,291845
2046,291850 JUSSARA,34.4,291850
2047,291855 JUSSARI,36.0,291855
2048,291860 JUSSIAPE,42.4,291860
2049,291870 LAFAIETE COUTINHO,39.4,291870
2050,291875 LAGOA REAL,34.6,291875
2051,291880 LAJE,33.4,291880
2052,291890 LAJEDAO,35.3,291890
2053,291900 LAJEDINHO,34.9,291900
2054,291905 LAJEDO DO TABOCAL,35.6,291905
2055,291910 LAMARAO,35.0,291910
2056,291915 LAPAO,33.1,291915
2057,291920 LAURO DE FREITAS,33.8,291920
2058,291930 LENCOIS,31.0,291930
2059,291940 LICINIO DE ALMEIDA,37.2,291940
2060,291950 LIVRAMENTO DE NOSSA SENHORA,35.9,291950
2061,291955 LUIS EDUARDO MAGALHAES,27.2,291955
2062,291960 MACAJUBA,34.7,291960
2063,291970 MACARANI,33.6,291970
2064,291980 MACAUBAS,35.2,291980
2065,291990 MACURURE,33.7,291990
2066,291992 MADRE DE DEUS,33.6,291992
2067,291995 MAETINGA,39.5,291995
2068,292000 MAIQUINIQUE,34.0,292000
2069,292010 MAIRI,36.4,292010
2070,292020 MALHADA,31.8,292020
2071,292030 MALHADA DE PEDRAS,36.8,292030
2072,292040 MANOEL VITORINO,35.7,292040
2073,292045 MANSIDAO,32.5,292045
2074,292050 MARACAS,37.1,292050
2075,292060 MARAGOGIPE,33.8,292060
2076,292070 MARAU,31.0,292070
2077,292080 MARCIONILIO SOUZA,34.0,292080
2078,292090 MASCOTE,34.1,292090
2079,292100 MATA DE SAO JOAO,31.4,292100
2080,292105 MATINA,33.0,292105
2081,292110 MEDEIROS NETO,36.3,292110
2082,292120 MIGUEL CALMON,34.7,292120
2083,292130 MILAGRES,34.9,292130
2084,292140 MIRANGABA,33.9,292140
2085,292145 MIRANTE,37.1,292145
2086,292150 MONTE SANTO,34.7,292150
2087,292160 MORPARA,36.1,292160
2088,292170 MORRO DO CHAPEU,33.4,292170
2089,292180 MORTUGABA,38.5,292180
2090,292190 MUCUGE,33.3,292190
2091,292200 MUCURI,31.3,292200
2092,292205 MULUNGU DO MORRO,32.6,292205
2093,292210 MUNDO NOVO,32.7,292210
2094,292220 MUNIZ FERREIRA,36.2,292220
2095,292225 MUQUEM DE SAO FRANCISCO,29.4,292225
2096,292230 MURITIBA,34.9,292230
2097,292240 MUTUIPE,35.3,292240
2098,292250 NAZARE,34.3,292250
2099,292260 NILO PECANHA,32.7,292260
2100,292265 NORDESTINA,34.3,292265
2101,292270 NOVA CANAA,37.2,292270
2102,292273 NOVA FATIMA,38.8,292273
2103,292275 NOVA IBIA,34.4,292275
2104,292280 NOVA ITARANA,32.3,292280
2105,292285 NOVA REDENCAO,35.4,292285
2106,292290 NOVA SOURE,34.3,292290
2107,292300 NOVA VICOSA,32.1,292300
2108,292303 NOVO HORIZONTE,34.6,292303
2109,292305 NOVO TRIUNFO,33.0,292305
2110,292310 OLINDINA,33.6,292310
2111,292320 OLIVEIRA DOS BREJINHOS,36.5,292320
2112,292330 OURICANGAS,35.3,292330
2113,292335 OUROLANDIA,32.5,292335
2114,292340 PALMAS DE MONTE ALTO,35.8,292340
2115,292350 PALMEIRAS,33.2,292350
2116,292360 PARAMIRIM,37.1,292360
2117,292370 PARATINGA,33.2,292370
2118,292380 PARIPIRANGA,34.9,292380
2119,292390 PAU BRASIL,32.3,292390
2120,292400 PAULO AFONSO,34.0,292400
2121,292405 PE DE SERRA,36.5,292405
2122,292410 PEDRAO,36.1,292410
2123,292420 PEDRO ALEXANDRE,30.8,292420
2124,292430 PIATA,36.4,292430
2125,292440 PILAO ARCADO,32.0,292440
2126,292450 PINDAI,37.0,292450
2127,292460 PINDOBACU,33.4,292460
2128,292465 PINTADAS,36.4,292465
2129,292467 PIRAI DO NORTE,31.1,292467
2130,292470 PIRIPA,39.7,292470
2131,292480 PIRITIBA,35.1,292480
2132,292490 PLANALTINO,34.4,292490
2133,292500 PLANALTO,35.0,292500
2134,292510 POCOES,34.8,292510
2135,292520 POJUCA,32.6,292520
2136,292525 PONTO NOVO,34.2,292525
2137,292530 PORTO SEGURO,30.3,292530
2138,292540 POTIRAGUA,36.1,292540
2139,292550 PRADO,32.4,292550
2140,292560 PRESIDENTE DUTRA,35.3,292560
2141,292570 PRESIDENTE JANIO QUADROS,38.0,292570
2142,292575 PRESIDENTE TANCREDO NEVES,31.2,292575
2143,292580 QUEIMADAS,35.5,292580
2144,292590 QUIJINGUE,35.3,292590
2145,292593 QUIXABEIRA,37.1,292593
2146,292595 RAFAEL JAMBEIRO,35.7,292595
2147,292600 REMANSO,34.0,292600
2148,292610 RETIROLANDIA,34.9,292610
2149,292620 RIACHAO DAS NEVES,34.3,292620
2150,292630 RIACHAO DO JACUIPE,37.4,292630
2151,292640 RIACHO DE SANTANA,34.9,292640
2152,292650 RIBEIRA DO AMPARO,33.7,292650
2153,292660 RIBEIRA DO POMBAL,34.2,292660
2154,292665 RIBEIRAO DO LARGO,33.2,292665
2155,292670 RIO DE CONTAS,39.7,292670
2156,292680 RIO DO ANTONIO,36.6,292680
2157,292690 RIO DO PIRES,37.9,292690
2158,292700 RIO REAL,32.8,292700
2159,292710 RODELAS,30.4,292710
2160,292720 RUY BARBOSA,34.8,292720
2161,292730 SALINAS DA MARGARIDA,33.4,292730
2162,292740 SALVADOR,36.1,292740
2163,292750 SANTA BARBARA,34.1,292750
2164,292760 SANTA BRIGIDA,32.9,292760
2165,292770 SANTA CRUZ CABRALIA,31.3,292770
2166,292780 SANTA CRUZ DA VITORIA,34.8,292780
2167,292790 SANTA INES,36.8,292790
2168,292800 SANTALUZ,34.2,292800
2169,292805 SANTA LUZIA,35.0,292805
2170,292810 SANTA MARIA DA VITORIA,34.9,292810
2171,292820 SANTANA,35.8,292820
2172,292830 SANTANOPOLIS,35.3,292830
2173,292840 SANTA RITA DE CASSIA,33.9,292840
2174,292850 SANTA TERESINHA,36.7,292850
2175,292860 SANTO AMARO,35.5,292860
2176,292870 SANTO ANTONIO DE JESUS,33.9,292870
2177,292880 SANTO ESTEVAO,32.8,292880
2178,292890 SAO DESIDERIO,30.0,292890
2179,292895 SAO DOMINGOS,37.8,292895
2180,292900 SAO FELIX,34.6,292900
2181,292905 SAO FELIX DO CORIBE,32.4,292905
2182,292910 SAO FELIPE,35.7,292910
2183,292920 SAO FRANCISCO DO CONDE,31.4,292920
2184,292925 SAO GABRIEL,34.2,292925
2185,292930 SAO GONCALO DOS CAMPOS,33.0,292930
2186,292935 SAO JOSE DA VITORIA,35.6,292935
2187,292937 SAO JOSE DO JACUIPE,35.7,292937
2188,292940 SAO MIGUEL DAS MATAS,34.7,292940
2189,292950 SAO SEBASTIAO DO PASSE,34.6,292950
2190,292960 SAPEACU,35.0,292960
2191,292970 SATIRO DIAS,33.3,292970
2192,292975 SAUBARA,35.9,292975
2193,292980 SAUDE,34.5,292980
2194,292990 SEABRA,33.2,292990
2195,293000 SEBASTIAO LARANJEIRAS,34.9,293000
2196,293010 SENHOR DO BONFIM,34.3,293010
2197,293015 SERRA DO RAMALHO,32.7,293015
2198,293020 SENTO SE,30.2,293020
2199,293030 SERRA DOURADA,35.4,293030
2200,293040 SERRA PRETA,36.7,293040
2201,293050 SERRINHA,33.4,293050
2202,293060 SERROLANDIA,35.5,293060
2203,293070 SIMOES FILHO,31.5,293070
2204,293075 SITIO DO MATO,30.9,293075
2205,293076 SITIO DO QUINTO,35.8,293076
2206,293077 SOBRADINHO,33.5,293077
2207,293080 SOUTO SOARES,32.5,293080
2208,293090 TABOCAS DO BREJO VELHO,34.5,293090
2209,293100 TANHACU,37.1,293100
2210,293105 TANQUE NOVO,34.6,293105
2211,293110 TANQUINHO,36.4,293110
2212,293120 TAPEROA,31.6,293120
2213,293130 TAPIRAMUTA,30.4,293130
2214,293135 TEIXEIRA DE FREITAS,32.9,293135
2215,293140 TEODORO SAMPAIO,36.8,293140
2216,293150 TEOFILANDIA,33.0,293150
2217,293160 TEOLANDIA,31.3,293160
2218,293170 TERRA NOVA,35.1,293170
2219,293180 TREMEDAL,38.8,293180
2220,293190 TUCANO,35.4,293190
2221,293200 UAUA,37.2,293200
2222,293210 UBAIRA,35.4,293210
2223,293220 UBAITABA,34.6,293220
2224,293230 UBATA,33.5,293230
2225,293240 UIBAI,37.6,293240
2226,293245 UMBURANAS,32.2,293245
2227,293250 UNA,33.7,293250
2228,293260 URANDI,36.6,293260
2229,293270 URUCUCA,33.9,293270
2230,293280 UTINGA,32.3,293280
2231,293290 VALENCA,33.4,293290
2232,293300 VALENTE,35.2,293300
2233,293305 VARZEA DA ROCA,36.5,293305
2234,293310 VARZEA DO POCO,36.8,293310
2235,293315 VARZEA NOVA,35.6,293315
2236,293317 VARZEDO,35.7,293317
2237,293320 VERA CRUZ,35.2,293320
2238,293325 VEREDA,37.7,293325
2239,293330 VITORIA DA CONQUISTA,33.7,293330
2240,293340 WAGNER,33.9,293340
2241,293345 WANDERLEY,34.0,293345
2242,293350 WENCESLAU GUIMARAES,30.9,293350
2243,293360 XIQUE-XIQUE,32.3,293360
2244,310010 ABADIA DOS DOURADOS,38.3,310010
2245,310020 ABAETE,39.5,310020
2246,310030 ABRE CAMPO,38.1,310030
2247,310040 ACAIACA,38.3,310040
2248,310050 ACUCENA,38.8,310050
2249,310060 AGUA BOA,34.6,310060
2250,310070 AGUA COMPRIDA,41.1,310070
2251,310080 AGUANIL,38.4,310080
2252,310090 AGUAS FORMOSAS,35.7,310090
2253,310100 AGUAS VERMELHAS,35.1,310100
2254,310110 AIMORES,38.2,310110
2255,310120 AIURUOCA,41.3,310120
2256,310130 ALAGOA,39.9,310130
2257,310140 ALBERTINA,37.2,310140
2258,310150 ALEM PARAIBA,38.3,310150
2259,310160 ALFENAS,37.3,310160
2260,310163 ALFREDO VASCONCELOS,36.2,310163
2261,310170 ALMENARA,35.8,310170
2262,310180 ALPERCATA,37.1,310180
2263,310190 ALPINOPOLIS,37.0,310190
2264,310200 ALTEROSA,38.8,310200
2265,310205 ALTO CAPARAO,35.3,310205
2266,310210 ALTO RIO DOCE,40.0,310210
2267,310220 ALVARENGA,38.2,310220
2268,310230 ALVINOPOLIS,39.1,310230
2269,310240 ALVORADA DE MINAS,31.6,310240
2270,310250 AMPARO DO SERRA,39.8,310250
2271,310260 ANDRADAS,38.3,310260
2272,310270 CACHOEIRA DE PAJEU,36.1,310270
2273,310280 ANDRELANDIA,39.9,310280
2274,310285 ANGELANDIA,32.5,310285
2275,310290 ANTONIO CARLOS,38.5,310290
2276,310300 ANTONIO DIAS,35.7,310300
2277,310310 ANTONIO PRADO DE MINAS,44.9,310310
2278,310320 ARACAI,39.2,310320
2279,310330 ARACITABA,42.8,310330
2280,310340 ARACUAI,35.4,310340
2281,310350 ARAGUARI,38.0,310350
2282,310360 ARANTINA,40.6,310360
2283,310370 ARAPONGA,35.0,310370
2284,310375 ARAPORA,32.9,310375
2285,310380 ARAPUA,42.2,310380
2286,310390 ARAUJOS,34.1,310390
2287,310400 ARAXA,36.7,310400
2288,310410 ARCEBURGO,35.3,310410
2289,310420 ARCOS,37.9,310420
2290,310430 AREADO,37.4,310430
2291,310440 ARGIRITA,41.4,310440
2292,310445 ARICANDUVA,33.8,310445
2293,310450 ARINOS,34.9,310450
2294,310460 ASTOLFO DUTRA,37.8,310460
2295,310470 ATALEIA,38.7,310470
2296,310480 AUGUSTO DE LIMA,36.9,310480
2297,310490 BAEPENDI,38.9,310490
2298,310500 BALDIM,39.0,310500
2299,310510 BAMBUI,40.1,310510
2300,310520 BANDEIRA,39.1,310520
2301,310530 BANDEIRA DO SUL,36.8,310530
2302,310540 BARAO DE COCAIS,34.9,310540
2303,310550 BARAO DE MONTE ALTO,40.9,310550
2304,310560 BARBACENA,37.8,310560
2305,310570 BARRA LONGA,43.7,310570
2306,310590 BARROSO,36.9,310590
2307,310600 BELA VISTA DE MINAS,36.4,310600
2308,310610 BELMIRO BRAGA,38.7,310610
2309,310620 BELO HORIZONTE,38.2,310620
2310,310630 BELO ORIENTE,34.2,310630
2311,310640 BELO VALE,39.8,310640
2312,310650 BERILO,35.5,310650
2313,310660 BERTOPOLIS,34.4,310660
2314,310665 BERIZAL,35.2,310665
2315,310670 BETIM,33.5,310670
2316,310680 BIAS FORTES,41.2,310680
2317,310690 BICAS,39.7,310690
2318,310700 BIQUINHAS,43.7,310700
2319,310710 BOA ESPERANCA,37.6,310710
2320,310720 BOCAINA DE MINAS,40.2,310720
2321,310730 BOCAIUVA,34.4,310730
2322,310740 BOM DESPACHO,37.2,310740
2323,310750 BOM JARDIM DE MINAS,40.4,310750
2324,310760 BOM JESUS DA PENHA,38.8,310760
2325,310770 BOM JESUS DO AMPARO,36.6,310770
2326,310780 BOM JESUS DO GALHO,39.0,310780
2327,310790 BOM REPOUSO,36.6,310790
2328,310800 BOM SUCESSO,39.8,310800
2329,310810 BONFIM,43.1,310810
2330,310820 BONFINOPOLIS DE MINAS,39.2,310820
2331,310825 BONITO DE MINAS,31.7,310825
2332,310830 BORDA DA MATA,39.1,310830
2333,310840 BOTELHOS,39.0,310840
2334,310850 BOTUMIRIM,33.7,310850
2335,310855 BRASILANDIA DE MINAS,31.2,310855
2336,310860 BRASILIA DE MINAS,35.8,310860
2337,310870 BRAS PIRES,40.8,310870
2338,310880 BRAUNAS,39.7,310880
2339,310890 BRAZOPOLIS,39.7,310890
2340,310900 BRUMADINHO,36.7,310900
2341,310910 BUENO BRANDAO,40.1,310910
2342,310920 BUENOPOLIS,36.9,310920
2343,310925 BUGRE,37.7,310925
2344,310930 BURITIS,33.1,310930
2345,310940 BURITIZEIRO,32.5,310940
2346,310945 CABECEIRA GRANDE,34.8,310945
2347,310950 CABO VERDE,36.9,310950
2348,310960 CACHOEIRA DA PRATA,40.5,310960
2349,310970 CACHOEIRA DE MINAS,38.7,310970
2350,310980 CACHOEIRA DOURADA,35.9,310980
2351,310990 CAETANOPOLIS,38.6,310990
2352,311000 CAETE,37.1,311000
2353,311010 CAIANA,34.2,311010
2354,311020 CAJURI,39.5,311020
2355,311030 CALDAS,40.3,311030
2356,311040 CAMACHO,39.5,311040
2357,311050 CAMANDUCAIA,37.0,311050
2358,311060 CAMBUI,39.0,311060
2359,311070 CAMBUQUIRA,38.8,311070
2360,311080 CAMPANARIO,36.6,311080
2361,311090 CAMPANHA,37.0,311090
2362,311100 CAMPESTRE,38.6,311100
2363,311110 CAMPINA VERDE,40.1,311110
2364,311115 CAMPO AZUL,36.9,311115
2365,311120 CAMPO BELO,39.1,311120
2366,311130 CAMPO DO MEIO,38.6,311130
2367,311140 CAMPO FLORIDO,32.2,311140
2368,311150 CAMPOS ALTOS,34.6,311150
2369,311160 CAMPOS GERAIS,37.2,311160
2370,311170 CANAA,39.8,311170
2371,311180 CANAPOLIS,36.0,311180
2372,311190 CANA VERDE,39.9,311190
2373,311200 CANDEIAS,40.6,311200
2374,311205 CANTAGALO,34.2,311205
2375,311210 CAPARAO,33.4,311210
2376,311220 CAPELA NOVA,40.7,311220
2377,311230 CAPELINHA,32.0,311230
2378,311240 CAPETINGA,37.3,311240
2379,311250 CAPIM BRANCO,37.2,311250
2380,311260 CAPINOPOLIS,36.4,311260
2381,311265 CAPITAO ANDRADE,35.1,311265
2382,311270 CAPITAO ENEAS,32.4,311270
2383,311280 CAPITOLIO,38.6,311280
2384,311290 CAPUTIRA,36.2,311290
2385,311300 CARAI,33.9,311300
2386,311310 CARANAIBA,39.5,311310
2387,311320 CARANDAI,37.3,311320
2388,311330 CARANGOLA,38.5,311330
2389,311340 CARATINGA,36.1,311340
2390,311350 CARBONITA,35.7,311350
2391,311360 CAREACU,36.9,311360
2392,311370 CARLOS CHAGAS,38.2,311370
2393,311380 CARMESIA,36.5,311380
2394,311390 CARMO DA CACHOEIRA,35.5,311390
2395,311400 CARMO DA MATA,38.4,311400
2396,311410 CARMO DE MINAS,35.1,311410
2397,311420 CARMO DO CAJURU,36.1,311420
2398,311430 CARMO DO PARANAIBA,38.9,311430
2399,311440 CARMO DO RIO CLARO,38.0,311440
2400,311450 CARMOPOLIS DE MINAS,36.8,311450
2401,311455 CARNEIRINHO,37.4,311455
2402,311460 CARRANCAS,39.3,311460
2403,311470 CARVALHOPOLIS,39.4,311470
2404,311480 CARVALHOS,41.7,311480
2405,311490 CASA GRANDE,37.9,311490
2406,311500 CASCALHO RICO,39.5,311500
2407,311510 CASSIA,38.5,311510
2408,311520 CONCEICAO DA BARRA DE MINAS,38.7,311520
2409,311530 CATAGUASES,39.2,311530
2410,311535 CATAS ALTAS,35.5,311535
2411,311540 CATAS ALTAS DA NORUEGA,36.2,311540
2412,311545 CATUJI,33.2,311545
2413,311547 CATUTI,37.1,311547
2414,311550 CAXAMBU,40.1,311550
2415,311560 CEDRO DO ABAETE,41.6,311560
2416,311570 CENTRAL DE MINAS,38.5,311570
2417,311580 CENTRALINA,38.2,311580
2418,311590 CHACARA,41.1,311590
2419,311600 CHALE,38.6,311600
2420,311610 CHAPADA DO NORTE,32.2,311610
2421,311615 CHAPADA GAUCHA,29.5,311615
2422,311620 CHIADOR,38.2,311620
2423,311630 CIPOTANEA,38.1,311630
2424,311640 CLARAVAL,35.3,311640
2425,311650 CLARO DOS POCOES,38.4,311650
2426,311660 CLAUDIO,35.0,311660
2427,311670 COIMBRA,38.2,311670
2428,311680 COLUNA,35.2,311680
2429,311690 COMENDADOR GOMES,35.5,311690
2430,311700 COMERCINHO,38.0,311700
2431,311710 CONCEICAO DA APARECIDA,36.4,311710
2432,311720 CONCEICAO DAS PEDRAS,40.5,311720
2433,311730 CONCEICAO DAS ALAGOAS,31.2,311730
2434,311740 CONCEICAO DE IPANEMA,38.7,311740
2435,311750 CONCEICAO DO MATO DENTRO,35.1,311750
2436,311760 CONCEICAO DO PARA,38.4,311760
2437,311770 CONCEICAO DO RIO VERDE,36.6,311770
2438,311780 CONCEICAO DOS OUROS,35.2,311780
2439,311783 CONEGO MARINHO,35.5,311783
2440,311787 CONFINS,36.3,311787
2441,311790 CONGONHAL,39.3,311790
2442,311800 CONGONHAS,35.4,311800
2443,311810 CONGONHAS DO NORTE,36.5,311810
2444,311820 CONQUISTA,37.2,311820
2445,311830 CONSELHEIRO LAFAIETE,36.8,311830
