,Município,AVG_IDADE,ID
2929,315890 SANTANA DO MANHUACU,35.6,315890
2930,315895 SANTANA DO PARAISO,33.4,315895
2931,315900 SANTANA DO RIACHO,37.6,315900
2932,315910 SANTANA DOS MONTES,39.6,315910
2933,315920 SANTA RITA DE CALDAS,41.3,315920
2934,315930 SANTA RITA DE JACUTINGA,41.7,315930
2935,315935 SANTA RITA DE MINAS,36.3,315935
2936,315940 SANTA RITA DE IBITIPOCA,39.1,315940
2937,315950 SANTA RITA DO ITUETO,37.2,315950
2938,315960 SANTA RITA DO SAPUCAI,35.4,315960
2939,315970 SANTA ROSA DA SERRA,36.8,315970
2940,315980 SANTA VITORIA,37.8,315980
2941,315990 SANTO ANTONIO DO AMPARO,36.3,315990
2942,316000 SANTO ANTONIO DO AVENTUREIRO,40.5,316000
2943,316010 SANTO ANTONIO DO GRAMA,39.1,316010
2944,316020 SANTO ANTONIO DO ITAMBE,33.9,316020
2945,316030 SANTO ANTONIO DO JACINTO,37.8,316030
2946,316040 SANTO ANTONIO DO MONTE,35.9,316040
2947,316045 SANTO ANTONIO DO RETIRO,33.4,316045
2948,316050 SANTO ANTONIO DO RIO ABAIXO,38.9,316050
2949,316060 SANTO HIPOLITO,39.5,316060
2950,316070 SANTOS DUMONT,38.7,316070
2951,316080 SAO BENTO ABADE,32.6,316080
2952,316090 SAO BRAS DO SUACUI,38.4,316090
2953,316095 SAO DOMINGOS DAS DORES,34.0,316095
2954,316100 SAO DOMINGOS DO PRATA,39.8,316100
2955,316105 SAO FELIX DE MINAS,35.3,316105
2956,316110 SAO FRANCISCO,33.0,316110
2957,316120 SAO FRANCISCO DE PAULA,38.6,316120
2958,316130 SAO FRANCISCO DE SALES,36.0,316130
2959,316140 SAO FRANCISCO DO GLORIA,39.3,316140
2960,316150 SAO GERALDO,37.2,316150
2961,316160 SAO GERALDO DA PIEDADE,37.2,316160
2962,316165 SAO GERALDO DO BAIXIO,35.8,316165
2963,316170 SAO GONCALO DO ABAETE,33.6,316170
2964,316180 SAO GONCALO DO PARA,36.1,316180
2965,316190 SAO GONCALO DO RIO ABAIXO,35.4,316190
2966,316200 SAO GONCALO DO SAPUCAI,37.1,316200
2967,316210 SAO GOTARDO,34.5,316210
2968,316220 SAO JOAO BATISTA DO GLORIA,38.8,316220
2969,316225 SAO JOAO DA LAGOA,35.4,316225
2970,316230 SAO JOAO DA MATA,40.2,316230
2971,316240 SAO JOAO DA PONTE,35.1,316240
2972,316245 SAO JOAO DAS MISSOES,27.3,316245
2973,316250 SAO JOAO DEL REI,38.8,316250
2974,316255 SAO JOAO DO MANHUACU,33.5,316255
2975,316257 SAO JOAO DO MANTENINHA,37.6,316257
2976,316260 SAO JOAO DO ORIENTE,38.1,316260
2977,316265 SAO JOAO DO PACUI,34.6,316265
2978,316270 SAO JOAO DO PARAISO,35.3,316270
2979,316280 SAO JOAO EVANGELISTA,37.1,316280
2980,316290 SAO JOAO NEPOMUCENO,39.0,316290
2981,316292 SAO JOAQUIM DE BICAS,33.7,316292
2982,316294 SAO JOSE DA BARRA,36.3,316294
2983,316295 SAO JOSE DA LAPA,35.1,316295
2984,316300 SAO JOSE DA SAFIRA,31.9,316300
2985,316310 SAO JOSE DA VARGINHA,36.0,316310
2986,316320 SAO JOSE DO ALEGRE,37.9,316320
2987,316330 SAO JOSE DO DIVINO,35.6,316330
2988,316340 SAO JOSE DO GOIABAL,39.8,316340
2989,316350 SAO JOSE DO JACURI,36.3,316350
2990,316360 SAO JOSE DO MANTIMENTO,37.1,316360
2991,316370 SAO LOURENCO,39.1,316370
2992,316380 SAO MIGUEL DO ANTA,38.8,316380
2993,316390 SAO PEDRO DA UNIAO,40.6,316390
2994,316400 SAO PEDRO DOS FERROS,38.2,316400
2995,316410 SAO PEDRO DO SUACUI,38.2,316410
2996,316420 SAO ROMAO,31.5,316420
2997,316430 SAO ROQUE DE MINAS,37.8,316430
2998,316440 SAO SEBASTIAO DA BELA VISTA,35.9,316440
2999,316443 SAO SEBASTIAO DA VARGEM ALEGRE,37.5,316443
3000,316447 SAO SEBASTIAO DO ANTA,34.5,316447
3001,316450 SAO SEBASTIAO DO MARANHAO,35.3,316450
3002,316460 SAO SEBASTIAO DO OESTE,34.6,316460
3003,316470 SAO SEBASTIAO DO PARAISO,36.8,316470
3004,316480 SAO SEBASTIAO DO RIO PRETO,41.2,316480
3005,316490 SAO SEBASTIAO DO RIO VERDE,38.6,316490
3006,316500 SAO TIAGO,37.9,316500
3007,316510 SAO TOMAS DE AQUINO,37.1,316510
3008,316520 SAO THOME DAS LETRAS,34.9,316520
3009,316530 SAO VICENTE DE MINAS,37.5,316530
3010,316540 SAPUCAI-MIRIM,36.2,316540
3011,316550 SARDOA,34.4,316550
3012,316553 SARZEDO,32.8,316553
3013,316555 SETUBINHA,29.3,316555
3014,316556 SEM-PEIXE,42.9,316556
3015,316557 SENADOR AMARAL,33.8,316557
3016,316560 SENADOR CORTES,34.7,316560
3017,316570 SENADOR FIRMINO,40.1,316570
3018,316580 SENADOR JOSE BENTO,44.3,316580
3019,316590 SENADOR MODESTINO GONCALVES,37.5,316590
3020,316600 SENHORA DE OLIVEIRA,38.0,316600
3021,316610 SENHORA DO PORTO,35.8,316610
3022,316620 SENHORA DOS REMEDIOS,38.7,316620
3023,316630 SERICITA,35.3,316630
3024,316640 SERITINGA,39.2,316640
3025,316650 SERRA AZUL DE MINAS,32.1,316650
3026,316660 SERRA DA SAUDADE,39.4,316660
3027,316670 SERRA DOS AIMORES,35.2,316670
3028,316680 SERRA DO SALITRE,33.5,316680
3029,316690 SERRANIA,36.9,316690
3030,316695 SERRANOPOLIS DE MINAS,36.0,316695
3031,316700 SERRANOS,36.5,316700
3032,316710 SERRO,34.8,316710
3033,316720 SETE LAGOAS,36.2,316720
3034,316730 SILVEIRANIA,40.3,316730
3035,316740 SILVIANOPOLIS,39.3,316740
3036,316750 SIMAO PEREIRA,37.1,316750
3037,316760 SIMONESIA,34.3,316760
3038,316770 SOBRALIA,38.4,316770
3039,316780 SOLEDADE DE MINAS,37.3,316780
3040,316790 TABULEIRO,41.6,316790
3041,316800 TAIOBEIRAS,35.2,316800
3042,316805 TAPARUBA,41.3,316805
3043,316810 TAPIRA,36.0,316810
3044,316820 TAPIRAI,40.4,316820
3045,316830 TAQUARACU DE MINAS,36.7,316830
3046,316840 TARUMIRIM,37.8,316840
3047,316850 TEIXEIRAS,40.0,316850
3048,316860 TEOFILO OTONI,36.1,316860
3049,316870 TIMOTEO,37.0,316870
3050,316880 TIRADENTES,37.1,316880
3051,316890 TIROS,40.8,316890
3052,316900 TOCANTINS,38.1,316900
3053,316905 TOCOS DO MOJI,42.5,316905
3054,316910 TOLEDO,37.4,316910
3055,316920 TOMBOS,39.8,316920
3056,316930 TRES CORACOES,35.5,316930
3057,316935 TRES MARIAS,35.6,316935
3058,316940 TRES PONTAS,36.5,316940
3059,316950 TUMIRITINGA,34.2,316950
3060,316960 TUPACIGUARA,38.9,316960
3061,316970 TURMALINA,34.0,316970
3062,316980 TURVOLANDIA,36.8,316980
3063,316990 UBA,35.6,316990
3064,317000 UBAI,32.5,317000
3065,317005 UBAPORANGA,37.1,317005
3066,317010 UBERABA,37.0,317010
3067,317020 UBERLANDIA,35.9,317020
3068,317030 UMBURATIBA,36.1,317030
3069,317040 UNAI,35.0,317040
3070,317043 UNIAO DE MINAS,35.8,317043
3071,317047 URUANA DE MINAS,37.0,317047
3072,317050 URUCANIA,36.1,317050
3073,317052 URUCUIA,30.8,317052
3074,317057 VARGEM ALEGRE,39.4,317057
3075,317060 VARGEM BONITA,39.1,317060
3076,317065 VARGEM GRANDE DO RIO PARDO,34.1,317065
3077,317070 VARGINHA,36.7,317070
3078,317075 VARJAO DE MINAS,32.1,317075
3079,317080 VARZEA DA PALMA,34.6,317080
3080,317090 VARZELANDIA,33.0,317090
3081,317100 VAZANTE,36.5,317100
3082,317103 VERDELANDIA,28.9,317103
3083,317107 VEREDINHA,35.7,317107
3084,317110 VERISSIMO,36.6,317110
3085,317115 VERMELHO NOVO,37.4,317115
3086,317120 VESPASIANO,32.8,317120
3087,317130 VICOSA,37.6,317130
3088,317140 VIEIRAS,39.7,317140
3089,317150 MATHIAS LOBATO,34.1,317150
3090,317160 VIRGEM DA LAPA,37.4,317160
3091,317170 VIRGINIA,38.4,317170
3092,317180 VIRGINOPOLIS,38.1,317180
3093,317190 VIRGOLANDIA,38.5,317190
3094,317200 VISCONDE DO RIO BRANCO,36.5,317200
3095,317210 VOLTA GRANDE,36.8,317210
3096,317220 WENCESLAU BRAZ,38.4,317220
3097,320010 AFONSO CLAUDIO,37.2,320010
3098,320013 AGUIA BRANCA,36.2,320013
3099,320016 AGUA DOCE DO NORTE,36.8,320016
3100,320020 ALEGRE,38.0,320020
3101,320030 ALFREDO CHAVES,39.0,320030
3102,320035 ALTO RIO NOVO,35.7,320035
3103,320040 ANCHIETA,35.4,320040
3104,320050 APIACA,38.0,320050
3105,320060 ARACRUZ,33.2,320060
3106,320070 ATILIO VIVACQUA,35.8,320070
3107,320080 BAIXO GUANDU,37.3,320080
3108,320090 BARRA DE SAO FRANCISCO,35.7,320090
3109,320100 BOA ESPERANCA,35.5,320100
3110,320110 BOM JESUS DO NORTE,37.3,320110
3111,320115 BREJETUBA,32.4,320115
3112,320120 CACHOEIRO DE ITAPEMIRIM,36.0,320120
3113,320130 CARIACICA,33.8,320130
3114,320140 CASTELO,38.3,320140
3115,320150 COLATINA,37.3,320150
3116,320160 CONCEICAO DA BARRA,33.1,320160
3117,320170 CONCEICAO DO CASTELO,36.6,320170
3118,320180 DIVINO DE SAO LOURENCO,35.2,320180
3119,320190 DOMINGOS MARTINS,36.6,320190
3120,320200 DORES DO RIO PRETO,34.5,320200
3121,320210 ECOPORANGA,36.7,320210
3122,320220 FUNDAO,35.8,320220
3123,320225 GOVERNADOR LINDENBERG,35.4,320225
3124,320230 GUACUI,36.7,320230
3125,320240 GUARAPARI,35.8,320240
3126,320245 IBATIBA,34.6,320245
3127,320250 IBIRACU,36.4,320250
3128,320255 IBITIRAMA,33.7,320255
3129,320260 ICONHA,38.5,320260
3130,320265 IRUPI,34.4,320265
3131,320270 ITAGUACU,40.9,320270
3132,320280 ITAPEMIRIM,34.8,320280
3133,320290 ITARANA,39.8,320290
3134,320300 IUNA,34.3,320300
3135,320305 JAGUARE,32.2,320305
3136,320310 JERONIMO MONTEIRO,38.5,320310
3137,320313 JOAO NEIVA,38.4,320313
3138,320316 LARANJA DA TERRA,40.4,320316
3139,320320 LINHARES,32.7,320320
3140,320330 MANTENOPOLIS,36.4,320330
3141,320332 MARATAIZES,36.2,320332
3142,320334 MARECHAL FLORIANO,35.5,320334
3143,320335 MARILANDIA,38.4,320335
3144,320340 MIMOSO DO SUL,37.9,320340
3145,320350 MONTANHA,36.7,320350
3146,320360 MUCURICI,37.8,320360
3147,320370 MUNIZ FREIRE,36.2,320370
3148,320380 MUQUI,37.9,320380
3149,320390 NOVA VENECIA,35.9,320390
3150,320400 PANCAS,35.5,320400
3151,320405 PEDRO CANARIO,32.4,320405
3152,320410 PINHEIROS,34.0,320410
3153,320420 PIUMA,35.9,320420
3154,320425 PONTO BELO,36.6,320425
3155,320430 PRESIDENTE KENNEDY,35.3,320430
3156,320435 RIO BANANAL,36.1,320435
3157,320440 RIO NOVO DO SUL,38.0,320440
3158,320450 SANTA LEOPOLDINA,37.7,320450
3159,320455 SANTA MARIA DE JETIBA,34.1,320455
3160,320460 SANTA TERESA,38.8,320460
3161,320465 SAO DOMINGOS DO NORTE,36.5,320465
3162,320470 SAO GABRIEL DA PALHA,35.4,320470
3163,320480 SAO JOSE DO CALCADO,39.0,320480
3164,320490 SAO MATEUS,33.8,320490
3165,320495 SAO ROQUE DO CANAA,38.0,320495
3166,320500 SERRA,32.6,320500
3167,320501 SOORETAMA,30.0,320501
3168,320503 VARGEM ALTA,34.8,320503
3169,320506 VENDA NOVA DO IMIGRANTE,36.0,320506
3170,320510 VIANA,33.2,320510
3171,320515 VILA PAVAO,36.3,320515
3172,320517 VILA VALERIO,35.2,320517
3173,320520 VILA VELHA,36.1,320520
3174,320530 VITORIA,37.3,320530
3175,330010 ANGRA DOS REIS,33.8,330010
3176,330015 APERIBE,38.7,330015
3177,330020 ARARUAMA,37.9,330020
3178,330022 AREAL,37.2,330022
3179,330023 ARMACAO DOS BUZIOS,35.0,330023
3180,330025 ARRAIAL DO CABO,37.9,330025
3181,330030 BARRA DO PIRAI,38.0,330030
3182,330040 BARRA MANSA,37.8,330040
3183,330045 BELFORD ROXO,34.3,330045
3184,330050 BOM JARDIM,37.8,330050
3185,330060 BOM JESUS DO ITABAPOANA,39.0,330060
3186,330070 CABO FRIO,36.1,330070
3187,330080 CACHOEIRAS DE MACACU,36.7,330080
3188,330090 CAMBUCI,40.8,330090
3189,330093 CARAPEBUS,35.3,330093
3190,330095 COMENDADOR LEVY GASPARIAN,37.6,330095
3191,330100 CAMPOS DOS GOYTACAZES,35.5,330100
3192,330110 CANTAGALO,38.5,330110
3193,330115 CARDOSO MOREIRA,38.7,330115
3194,330120 CARMO,37.8,330120
3195,330130 CASIMIRO DE ABREU,34.8,330130
3196,330140 CONCEICAO DE MACABU,36.4,330140
3197,330150 CORDEIRO,38.3,330150
3198,330160 DUAS BARRAS,36.7,330160
3199,330170 DUQUE DE CAXIAS,34.7,330170
3200,330180 ENGENHEIRO PAULO DE FRONTIN,38.9,330180
3201,330185 GUAPIMIRIM,34.5,330185
3202,330187 IGUABA GRANDE,39.9,330187
3203,330190 ITABORAI,35.7,330190
3204,330200 ITAGUAI,34.2,330200
3205,330205 ITALVA,40.3,330205
3206,330210 ITAOCARA,40.6,330210
3207,330220 ITAPERUNA,38.7,330220
3208,330225 ITATIAIA,36.4,330225
3209,330227 JAPERI,32.7,330227
3210,330230 LAJE DO MURIAE,38.1,330230
3211,330240 MACAE,32.2,330240
3212,330245 MACUCO,36.0,330245
3213,330250 MAGE,34.9,330250
3214,330260 MANGARATIBA,36.6,330260
3215,330270 MARICA,37.9,330270
3216,330280 MENDES,40.2,330280
3217,330285 MESQUITA,36.2,330285
3218,330290 MIGUEL PEREIRA,40.9,330290
3219,330300 MIRACEMA,38.4,330300
3220,330310 NATIVIDADE,39.5,330310
3221,330320 NILOPOLIS,37.6,330320
3222,330330 NITEROI,40.9,330330
3223,330340 NOVA FRIBURGO,39.4,330340
3224,330350 NOVA IGUACU,35.3,330350
3225,330360 PARACAMBI,38.1,330360
3226,330370 PARAIBA DO SUL,37.1,330370
3227,330380 PARATY,34.2,330380
3228,330385 PATY DO ALFERES,37.3,330385
3229,330390 PETROPOLIS,38.4,330390
3230,330395 PINHEIRAL,36.7,330395
3231,330400 PIRAI,38.0,330400
3232,330410 PORCIUNCULA,37.0,330410
3233,330411 PORTO REAL,33.9,330411
3234,330412 QUATIS,35.9,330412
3235,330414 QUEIMADOS,34.0,330414
3236,330415 QUISSAMA,35.1,330415
3237,330420 RESENDE,36.3,330420
3238,330430 RIO BONITO,36.7,330430
3239,330440 RIO CLARO,37.2,330440
3240,330450 RIO DAS FLORES,36.1,330450
3241,330452 RIO DAS OSTRAS,33.1,330452
3242,330455 RIO DE JANEIRO,38.0,330455
3243,330460 SANTA MARIA MADALENA,38.9,330460
3244,330470 SANTO ANTONIO DE PADUA,39.1,330470
3245,330475 SAO FRANCISCO DE ITABAPOANA,36.6,330475
3246,330480 SAO FIDELIS,38.8,330480
3247,330490 SAO GONCALO,37.1,330490
3248,330500 SAO JOAO DA BARRA,37.2,330500
3249,330510 SAO JOAO DE MERITI,36.1,330510
3250,330513 SAO JOSE DE UBA,39.0,330513
3251,330515 SAO JOSE DO VALE DO RIO PRETO,36.2,330515
3252,330520 SAO PEDRO DA ALDEIA,35.7,330520
3253,330530 SAO SEBASTIAO DO ALTO,38.8,330530
3254,330540 SAPUCAIA,37.1,330540
3255,330550 SAQUAREMA,37.2,330550
3256,330555 SEROPEDICA,35.1,330555
3257,330560 SILVA JARDIM,35.5,330560
3258,330570 SUMIDOURO,36.7,330570
3259,330575 TANGUA,35.5,330575
3260,330580 TERESOPOLIS,37.6,330580
3261,330590 TRAJANO DE MORAES,38.5,330590
3262,330600 TRES RIOS,36.9,330600
3263,330610 VALENCA,38.8,330610
3264,330615 VARRE-SAI,33.2,330615
3265,330620 VASSOURAS,37.5,330620
3266,330630 VOLTA REDONDA,38.8,330630
3267,350010 ADAMANTINA,41.2,350010
3268,350020 ADOLFO,40.9,350020
3269,350030 AGUAI,34.9,350030
3270,350040 AGUAS DA PRATA,41.7,350040
3271,350050 AGUAS DE LINDOIA,39.2,350050
3272,350055 AGUAS DE SANTA BARBARA,38.0,350055
3273,350060 AGUAS DE SAO PEDRO,44.6,350060
3274,350070 AGUDOS,36.2,350070
3275,350075 ALAMBARI,34.4,350075
3276,350080 ALFREDO MARCONDES,43.2,350080
3277,350090 ALTAIR,33.5,350090
3278,350100 ALTINOPOLIS,38.6,350100
3279,350110 ALTO ALEGRE,41.2,350110
3280,350115 ALUMINIO,33.8,350115
3281,350120 ALVARES FLORENCE,43.8,350120
3282,350130 ALVARES MACHADO,38.1,350130
3283,350140 ALVARO DE CARVALHO,35.4,350140
3284,350150 ALVINLANDIA,35.4,350150
3285,350160 AMERICANA,38.2,350160
3286,350170 AMERICO BRASILIENSE,33.2,350170
3287,350180 AMERICO DE CAMPOS,40.3,350180
3288,350190 AMPARO,38.8,350190
3289,350200 ANALANDIA,37.4,350200
3290,350210 ANDRADINA,39.2,350210
3291,350220 ANGATUBA,35.7,350220
3292,350230 ANHEMBI,34.2,350230
3293,350240 ANHUMAS,37.3,350240
3294,350250 APARECIDA,37.1,350250
3295,350260 APARECIDA D'OESTE,43.1,350260
3296,350270 APIAI,36.3,350270
3297,350275 ARACARIGUAMA,31.3,350275
3298,350280 ARACATUBA,38.9,350280
3299,350290 ARACOIABA DA SERRA,36.6,350290
3300,350300 ARAMINA,38.3,350300
3301,350310 ARANDU,37.4,350310
3302,350315 ARAPEI,37.3,350315
3303,350320 ARARAQUARA,38.2,350320
3304,350330 ARARAS,37.4,350330
3305,350335 ARCO-IRIS,40.2,350335
3306,350340 AREALVA,40.6,350340
3307,350350 AREIAS,35.2,350350
3308,350360 AREIOPOLIS,33.5,350360
3309,350370 ARIRANHA,35.9,350370
3310,350380 ARTUR NOGUEIRA,34.9,350380
3311,350390 ARUJA,34.5,350390
3312,350395 ASPASIA,40.8,350395
3313,350400 ASSIS,38.0,350400
3314,350410 ATIBAIA,37.5,350410
3315,350420 AURIFLAMA,39.7,350420
3316,350430 AVAI,35.1,350430
3317,350440 AVANHANDAVA,33.3,350440
3318,350450 AVARE,36.8,350450
3319,350460 BADY BASSITT,37.1,350460
3320,350470 BALBINOS,36.3,350470
3321,350480 BALSAMO,40.0,350480
3322,350490 BANANAL,36.8,350490
3323,350500 BARAO DE ANTONINA,36.7,350500
3324,350510 BARBOSA,36.3,350510
3325,350520 BARIRI,37.2,350520
3326,350530 BARRA BONITA,40.0,350530
3327,350535 BARRA DO CHAPEU,34.6,350535
3328,350540 BARRA DO TURVO,36.0,350540
3329,350550 BARRETOS,37.5,350550
3330,350560 BARRINHA,31.8,350560
3331,350570 BARUERI,33.7,350570
3332,350580 BASTOS,37.8,350580
3333,350590 BATATAIS,37.7,350590
3334,350600 BAURU,37.5,350600
3335,350610 BEBEDOURO,38.6,350610
3336,350620 BENTO DE ABREU,35.6,350620
3337,350630 BERNARDINO DE CAMPOS,38.9,350630
3338,350635 BERTIOGA,31.8,350635
3339,350640 BILAC,39.9,350640
3340,350650 BIRIGUI,37.7,350650
3341,350660 BIRITIBA-MIRIM,34.9,350660
3342,350670 BOA ESPERANCA DO SUL,34.3,350670
3343,350680 BOCAINA,35.8,350680
3344,350690 BOFETE,37.5,350690
3345,350700 BOITUVA,34.2,350700
3346,350710 BOM JESUS DOS PERDOES,34.3,350710
3347,350715 BOM SUCESSO DE ITARARE,31.5,350715
3348,350720 BORA,35.0,350720
3349,350730 BORACEIA,35.1,350730
3350,350740 BORBOREMA,38.0,350740
3351,350745 BOREBI,34.9,350745
3352,350750 BOTUCATU,36.9,350750
3353,350760 BRAGANCA PAULISTA,37.3,350760
3354,350770 BRAUNA,37.0,350770
3355,350775 BREJO ALEGRE,37.0,350775
3356,350780 BRODOWSKI,36.2,350780
3357,350790 BROTAS,35.8,350790
3358,350800 BURI,33.3,350800
3359,350810 BURITAMA,38.0,350810
3360,350820 BURITIZAL,38.1,350820
3361,350830 CABRALIA PAULISTA,36.5,350830
3362,350840 CABREUVA,32.5,350840
3363,350850 CACAPAVA,36.5,350850
3364,350860 CACHOEIRA PAULISTA,36.8,350860
3365,350870 CACONDE,38.0,350870
3366,350880 CAFELANDIA,38.0,350880
3367,350890 CAIABU,39.3,350890
3368,350900 CAIEIRAS,34.0,350900
3369,350910 CAIUA,39.5,350910
3370,350920 CAJAMAR,31.9,350920
3371,350925 CAJATI,34.2,350925
3372,350930 CAJOBI,38.5,350930
3373,350940 CAJURU,35.8,350940
3374,350945 CAMPINA DO MONTE ALEGRE,36.1,350945
3375,350950 CAMPINAS,37.2,350950
3376,350960 CAMPO LIMPO PAULISTA,34.8,350960
3377,350970 CAMPOS DO JORDAO,34.6,350970
3378,350980 CAMPOS NOVOS PAULISTA,36.0,350980
3379,350990 CANANEIA,36.5,350990
3380,350995 CANAS,31.3,350995
3381,351000 CANDIDO MOTA,38.1,351000
3382,351010 CANDIDO RODRIGUES,41.3,351010
3383,351015 CANITAR,31.9,351015
3384,351020 CAPAO BONITO,35.6,351020
3385,351030 CAPELA DO ALTO,34.5,351030
3386,351040 CAPIVARI,34.8,351040
3387,351050 CARAGUATATUBA,35.5,351050
3388,351060 CARAPICUIBA,33.6,351060
3389,351070 CARDOSO,39.3,351070
3390,351080 CASA BRANCA,37.4,351080
3391,351090 CASSIA DOS COQUEIROS,40.2,351090
3392,351100 CASTILHO,36.1,351100
3393,351110 CATANDUVA,39.1,351110
3394,351120 CATIGUA,36.9,351120
3395,351130 CEDRAL,39.7,351130
3396,351140 CERQUEIRA CESAR,35.7,351140
3397,351150 CERQUILHO,36.3,351150
3398,351160 CESARIO LANGE,34.6,351160
3399,351170 CHARQUEADA,35.0,351170
3400,351190 CLEMENTINA,32.8,351190
3401,351200 COLINA,37.5,351200
3402,351210 COLOMBIA,36.0,351210
3403,351220 CONCHAL,34.2,351220
3404,351230 CONCHAS,36.9,351230
3405,351240 CORDEIROPOLIS,35.6,351240
3406,351250 COROADOS,36.8,351250
3407,351260 CORONEL MACEDO,38.3,351260
3408,351270 CORUMBATAI,37.4,351270
3409,351280 COSMOPOLIS,33.4,351280
3410,351290 COSMORAMA,41.4,351290
3411,351300 COTIA,33.8,351300
3412,351310 CRAVINHOS,35.8,351310
3413,351320 CRISTAIS PAULISTA,36.5,351320
3414,351330 CRUZALIA,41.7,351330
3415,351340 CRUZEIRO,36.9,351340
3416,351350 CUBATAO,33.4,351350
3417,351360 CUNHA,38.6,351360
3418,351370 DESCALVADO,38.6,351370
3419,351380 DIADEMA,33.9,351380
3420,351385 DIRCE REIS,40.9,351385
3421,351390 DIVINOLANDIA,40.7,351390
3422,351400 DOBRADA,31.8,351400
3423,351410 DOIS CORREGOS,35.1,351410
3424,351420 DOLCINOPOLIS,41.9,351420
3425,351430 DOURADO,39.4,351430
3426,351440 DRACENA,40.2,351440
3427,351450 DUARTINA,40.1,351450
3428,351460 DUMONT,34.2,351460
3429,351470 ECHAPORA,39.5,351470
3430,351480 ELDORADO,34.6,351480
3431,351490 ELIAS FAUSTO,35.2,351490
3432,351492 ELISIARIO,36.7,351492
3433,351495 EMBAUBA,38.8,351495
3434,351500 EMBU DAS ARTES,32.6,351500
3435,351510 EMBU-GUACU,34.4,351510
3436,351512 EMILIANOPOLIS,39.8,351512
3437,351515 ENGENHEIRO COELHO,30.7,351515
3438,351518 ESPIRITO SANTO DO PINHAL,38.6,351518
3439,351519 ESPIRITO SANTO DO TURVO,33.4,351519
3440,351520 ESTRELA D'OESTE,40.1,351520
3441,351530 ESTRELA DO NORTE,35.7,351530
3442,351535 EUCLIDES DA CUNHA PAULISTA,36.2,351535
3443,351540 FARTURA,38.0,351540
3444,351550 FERNANDOPOLIS,40.5,351550
3445,351560 FERNANDO PRESTES,40.9,351560
3446,351565 FERNAO,37.9,351565
3447,351570 FERRAZ DE VASCONCELOS,32.6,351570
3448,351580 FLORA RICA,44.6,351580
3449,351590 FLOREAL,45.3,351590
3450,351600 FLORIDA PAULISTA,36.4,351600
3451,351610 FLORINIA,40.0,351610
3452,351620 FRANCA,36.2,351620
3453,351630 FRANCISCO MORATO,31.7,351630
3454,351640 FRANCO DA ROCHA,32.6,351640
3455,351650 GABRIEL MONTEIRO,41.8,351650
3456,351660 GALIA,40.3,351660
3457,351670 GARCA,38.0,351670
3458,351680 GASTAO VIDIGAL,35.0,351680
3459,351685 GAVIAO PEIXOTO,34.8,351685
3460,351690 GENERAL SALGADO,39.9,351690
3461,351700 GETULINA,36.9,351700
3462,351710 GLICERIO,36.5,351710
3463,351720 GUAICARA,35.4,351720
3464,351730 GUAIMBE,36.5,351730
3465,351740 GUAIRA,36.9,351740
3466,351750 GUAPIACU,37.5,351750
3467,351760 GUAPIARA,37.4,351760
3468,351770 GUARA,33.9,351770
3469,351780 GUARACAI,41.1,351780
3470,351790 GUARACI,35.2,351790
3471,351800 GUARANI D'OESTE,39.1,351800
3472,351810 GUARANTA,34.9,351810
3473,351820 GUARARAPES,38.8,351820
3474,351830 GUARAREMA,36.1,351830
3475,351840 GUARATINGUETA,37.9,351840
3476,351850 GUAREI,35.1,351850
3477,351860 GUARIBA,33.7,351860
3478,351870 GUARUJA,34.5,351870
3479,351880 GUARULHOS,33.7,351880
3480,351885 GUATAPARA,35.2,351885
3481,351890 GUZOLANDIA,36.1,351890
3482,351900 HERCULANDIA,36.8,351900
3483,351905 HOLAMBRA,35.6,351905
3484,351907 HORTOLANDIA,34.0,351907
3485,351910 IACANGA,36.3,351910
3486,351920 IACRI,39.6,351920
3487,351925 IARAS,36.7,351925
3488,351930 IBATE,33.2,351930
3489,351940 IBIRA,37.5,351940
3490,351950 IBIRAREMA,36.1,351950
3491,351960 IBITINGA,36.6,351960
3492,351970 IBIUNA,35.5,351970
3493,351980 ICEM,34.5,351980
3494,351990 IEPE,38.0,351990
3495,352000 IGARACU DO TIETE,36.2,352000
3496,352010 IGARAPAVA,36.1,352010
3497,352020 IGARATA,36.9,352020
3498,352030 IGUAPE,38.7,352030
3499,352040 ILHABELA,33.2,352040
3500,352042 ILHA COMPRIDA,40.8,352042
3501,352044 ILHA SOLTEIRA,40.5,352044
3502,352050 INDAIATUBA,35.6,352050
3503,352060 INDIANA,38.8,352060
3504,352070 INDIAPORA,42.4,352070
3505,352080 INUBIA PAULISTA,38.3,352080
3506,352090 IPAUSSU,35.0,352090
3507,352100 IPERO,32.8,352100
3508,352110 IPEUNA,33.0,352110
3509,352115 IPIGUA,39.1,352115
3510,352120 IPORANGA,34.8,352120
3511,352130 IPUA,33.5,352130
3512,352140 IRACEMAPOLIS,35.2,352140
3513,352150 IRAPUA,35.7,352150
3514,352160 IRAPURU,38.7,352160
3515,352170 ITABERA,37.0,352170
3516,352180 ITAI,35.5,352180
3517,352190 ITAJOBI,41.0,352190
3518,352200 ITAJU,34.5,352200
3519,352210 ITANHAEM,37.5,352210
3520,352215 ITAOCA,39.1,352215
3521,352220 ITAPECERICA DA SERRA,32.8,352220
3522,352230 ITAPETININGA,35.0,352230
3523,352240 ITAPEVA,34.5,352240
3524,352250 ITAPEVI,31.4,352250
3525,352260 ITAPIRA,38.8,352260
